"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"224920","occ","","","21816","Helogale","genus","41004","Gelasian","","2.588","1.806","4451"
"224923","occ","","","21818","Dinofelis","genus","41052","Piacenzian","","3.6","2.588","4451"
"224931","occ","","","21818","Viverra leakeyi","species","199983","Piacenzian","","3.6","2.588","4451"
"224942","occ","","","21818","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224947","occ","","","21821","Panthera pardus","species","104158","Pliocene","","5.333","2.588","4867"
"224948","occ","","","21821","Caracal caracal","species","224076","Pliocene","","5.333","2.588","4867"
"224949","occ","","","21821","Acinonyx jubatus","species","224064","Pliocene","","5.333","2.588","4867"
"224951","occ","","","21821","Hyaenidae","family","41020","Pliocene","","5.333","2.588","4867"
"224952","occ","","","21821","Dinofelis","genus","41052","Pliocene","","5.333","2.588","4867"
"224953","occ","","","21821","Megantereon cultridens","species","129878","Pliocene","","5.333","2.588","4867"
"224954","occ","12271","","21821","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","7584"
"224962","occ","","","21822","Megantereon","genus","41060","Calabrian","","1.806","0.781","4867"
"224976","occ","","","21822","Panthera leo","species","46521","Calabrian","","1.806","0.781","4867"
"224978","occ","","","21822","Proteles","genus","103250","Calabrian","","1.806","0.781","4867"
"224998","occ","","","21824","Panthera leo","species","46521","Early Pleistocene","","2.588","0.781","4896"
"224999","occ","","","21824","Panthera pardus","species","104158","Early Pleistocene","","2.588","0.781","4896"
"225004","occ","","","21824","Caracal caracal","species","224076","Early Pleistocene","","2.588","0.781","4896"
"225008","occ","","","21824","Dinofelis","genus","41052","Early Pleistocene","","2.588","0.781","4896"
"225009","occ","","","21824","Caracal serval","species","224081","Early Pleistocene","","2.588","0.781","4896"
"225010","occ","","","21824","Megantereon","genus","41060","Early Pleistocene","","2.588","0.781","4896"
"225022","occ","","","21824","Hyaenidae","family","41020","Early Pleistocene","","2.588","0.781","4896"
"225027","occ","10774","","21824","Parahyaena brunnea","species","232131","Early Pleistocene","","2.588","0.781","10899"
"225028","occ","","","21824","Herpestes ichneumon","species","104161","Early Pleistocene","","2.588","0.781","4896"
"225045","occ","","","21824","Proteles","genus","103250","Early Pleistocene","","2.588","0.781","4896"
"225046","occ","","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","4896"
"225055","occ","","","21824","Crocuta crocuta","species","232133","Early Pleistocene","","2.588","0.781","4896"
"225056","occ","","","21824","Crocuta crocuta","species","232133","Early Pleistocene","","2.588","0.781","4896"
"225057","occ","12272","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225058","occ","12273","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225059","occ","12274","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225060","occ","10775","","21824","Parahyaena brunnea","species","232131","Early Pleistocene","","2.588","0.781","10899"
"225061","occ","","","21824","Hyaenictis","genus","41025","Early Pleistocene","","2.588","0.781","4896"
"225062","occ","","","21824","Proteles","genus","103250","Early Pleistocene","","2.588","0.781","4896"
"225075","occ","","","21824","Viverridae","family","40997","Early Pleistocene","","2.588","0.781","4896"
"225085","occ","","","21825","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4892"
"225086","occ","","","21825","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","4892"
"225087","occ","","","21825","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4892"
"225110","occ","","","21825","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4892"
"225117","occ","","","21825","Proteles cristatus","species","232154","Pleistocene","","2.588","0.0117","4892"
"225118","occ","10776","","21825","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"225119","occ","","","21825","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4892"
"225133","occ","","","21825","Chasmaporthetes","genus","41023","Pleistocene","","2.588","0.0117","4892"
"225163","occ","","","21825","Atilax","genus","40999","Pleistocene","","2.588","0.0117","4892"
"225164","occ","","","21825","Herpestes sanguineus","species","232253","Pleistocene","","2.588","0.0117","4892"
"225165","occ","","","21825","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4892"
"225170","occ","","","21825","Felidae","family","41045","Pleistocene","","2.588","0.0117","4892"
"225182","occ","","","21826","Panthera pardus","species","104158","Pliocene","Pleistocene","5.333","0.0117","4868"
"225191","occ","","","21827","Panthera pardus","species","104158","Pliocene","","5.333","2.588","4895"
"225223","occ","","","21828","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4888"
"225224","occ","","","21828","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4888"
"225231","occ","","","21828","Acinonyx jubatus","species","224064","Pleistocene","","2.588","0.0117","4888"
"225240","occ","","","21828","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4888"
"225246","occ","10777","","21828","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"225247","occ","","","21828","Cynictis penicillata","species","232161","Pleistocene","","2.588","0.0117","4888"
"225248","occ","","","21828","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4888"
"225254","occ","","","21828","Megantereon cultridens","species","129878","Pleistocene","","2.588","0.0117","4888"
"225255","occ","","","21828","Proteles","genus","103250","Pleistocene","","2.588","0.0117","4888"
"225256","occ","","","21828","Chasmaporthetes","genus","41023","Pleistocene","","2.588","0.0117","4888"
"225267","occ","","","21828","Herpestidae","family","199984","Pleistocene","","2.588","0.0117","4888"
"225273","occ","","","21828","Atilax","genus","40999","Pleistocene","","2.588","0.0117","4888"
"225274","occ","","","21828","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4888"
"225276","occ","","","21828","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","4888"
"225278","occ","","","21828","Genetta tigrina","species","232091","Pleistocene","","2.588","0.0117","4888"
"225293","occ","","","21829","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4895"
"225305","occ","","","21829","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4895"
"225308","occ","","","21829","Proteles cristatus","species","232154","Pleistocene","","2.588","0.0117","4895"
"225309","occ","","","21829","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4895"
"225324","occ","","","21829","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4895"
"225330","occ","","","21829","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4895"
"225349","occ","","","21830","Hyaenidae","family","41020","Zanclean","Piacenzian","5.333","2.588","4451"
"225354","occ","","","21830","Felidae","family","41045","Zanclean","Piacenzian","5.333","2.588","4451"
"225370","occ","","","21831","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"225382","occ","","","21831","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"225413","occ","","","21832","Crocuta","genus","45364","Piacenzian","","3.6","2.588","4451"
"225414","occ","","","21832","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"225485","occ","","","21838","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4919"
"225538","occ","","","21843","Genetta","genus","41003","Pleistocene","","2.588","0.0117","4919"
"225544","occ","","","21843","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4919"
"225589","occ","","","21863","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5217"
"225593","occ","","","21864","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","5217"
"225598","occ","","","21864","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5217"
"225609","occ","","","21884","Crocuta crocuta","species","232133","Pleistocene","Holocene","2.588","0","5223"
"225610","occ","","","21884","Felis libyca","species","224043","Pleistocene","Holocene","2.588","0","5223"
"225635","occ","","","21901","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","5209"
