"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"706357","occ","","","75800","Pogonodon","genus","41044","Tortonian","","11.62","7.246","24838"
"706358","occ","","","75800","Metailurus","genus","41062","Tortonian","","11.62","7.246","24838"
"706359","occ","","","75800","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706381","occ","","","36143","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","24838"
"706382","occ","","","36143","Hyaena","genus","41024","Late Miocene","","11.608","5.333","24838"
"706383","occ","","","36143","Machairodus","genus","41059","Late Miocene","","11.608","5.333","24838"
"706384","occ","","","36143","Machairodus","genus","41059","Late Miocene","","11.608","5.333","24838"
"706397","occ","","","75801","Hyaena","genus","41024","Tortonian","","11.62","7.246","24838"
"706413","occ","","","75802","Ictitherium","genus","41026","Tortonian","","11.62","7.246","24838"
"706414","occ","","","75802","Ictitherium","genus","41026","Tortonian","","11.62","7.246","24838"
"706415","occ","","","75802","Ictitherium","genus","41026","Tortonian","","11.62","7.246","24838"
"706416","occ","","","75802","Lycyaena","genus","41028","Tortonian","","11.62","7.246","24838"
"706417","occ","","","75802","Lycyaena","genus","41028","Tortonian","","11.62","7.246","24838"
"706418","occ","","","75802","Hyaena","genus","41024","Tortonian","","11.62","7.246","24838"
"706419","occ","","","75802","Felis","genus","41055","Tortonian","","11.62","7.246","24838"
"706420","occ","","","75802","Felis","genus","41055","Tortonian","","11.62","7.246","24838"
"706421","occ","","","75802","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706422","occ","","","75802","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706423","occ","","","75802","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706424","occ","","","75802","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706468","occ","","","75803","Ictitherium","genus","41026","Tortonian","","11.62","7.246","24838"
"706469","occ","","","75803","Lycaena","genus","136326","Tortonian","","11.62","7.246","24838"
"706470","occ","","","75803","Hyaena","genus","41024","Tortonian","","11.62","7.246","24838"
"706471","occ","","","75803","Hyaena","genus","41024","Tortonian","","11.62","7.246","24838"
"706472","occ","","","75803","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706473","occ","","","75803","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706474","occ","","","75803","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706475","occ","","","75803","Machairodus","genus","41059","Tortonian","","11.62","7.246","24838"
"706495","occ","","","36139","Machairodus","genus","41059","Late Miocene","","11.608","5.333","24838"
"706662","occ","","","75854","Felidae","family","41045","Neogene","","23.03","2.588","24838"
"706667","occ","","","60271","Hyaena","genus","41024","Serravallian","","13.82","11.62","24838"
"706676","occ","","","44866","Ictitherium","genus","41026","Pliocene","","5.333","2.588","24838"
"706677","occ","","","44866","Crocuta","genus","45364","Pliocene","","5.333","2.588","24838"
"706678","occ","","","44866","Ictitherium","genus","41026","Pliocene","","5.333","2.588","24838"
"706679","occ","","","44866","Machairodus irtyschensis","species","58779","Pliocene","","5.333","2.588","24838"
"709956","occ","","","76059","Panthera onca","species","46524","Late Pleistocene","","0.126","0.0117","25748"
"709957","occ","","","76059","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","25748"
"709958","occ","","","76059","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","25748"
"710056","occ","","","76060","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","25748"
"711904","occ","","","76287","Machairodus","genus","41059","Late Miocene","Pliocene","11.608","2.588","24838"
"711920","occ","","","76289","Machairodus ischimicus","species","58780","Early Pliocene","","5.333","3.6","24838"
"711921","occ","","","76289","Machairodus","genus","41059","Early Pliocene","","5.333","3.6","24838"
"713688","occ","","","76530","Hyaena","genus","41024","Late Pliocene","","3.6","2.588","24838"
"713689","occ","","","76530","Machairodus","genus","41059","Late Pliocene","","3.6","2.588","24838"
"713734","occ","","","50943","Lynx lynx","species","104160","MN 15","MN 16","4.2","2.588","24838"
"713735","occ","","","50943","Hyaena","genus","41024","MN 15","MN 16","4.2","2.588","24838"
"713749","occ","","","76536","Machairodus irtyschensis","species","58779","Pliocene","","5.333","2.588","24838"
"713756","occ","","","76537","Lynx lynx","species","104160","Pliocene","","5.333","2.588","24838"
"716098","occ","","","76865","Felis","genus","41055","Neogene","","23.03","2.588","25983"
"716102","occ","","","76866","Felis","genus","41055","Neogene","","23.03","2.588","25983"
"723097","occ","","","52582","Felidae","family","41045","Zanclean","","5.333","3.6","26240"
"724084","occ","","","58421","Machairodus","genus","41059","Middle Pleistocene","","0.781","0.126","26261"
"724182","occ","","","77773","Homotherium","genus","41056","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724183","occ","","","77773","Acinonyx","genus","41046","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724184","occ","","","77773","Megantereon cultridens","species","129878","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724186","occ","","","77773","Lynx pardinus","species","224060","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724194","occ","","","77773","Parahyaena brunnea","species","232131","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724196","occ","","","77773","Pachycrocuta","genus","41030","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724381","occ","","","77790","Chasmaporthetes","genus","41023","MN 13","MN 14","7.246","4.2","26273"
"724382","occ","","","77790","Hyaenictitherium","genus","72177","MN 13","MN 14","7.246","4.2","26273"
"727018","occ","","","75492","Felis","genus","41055","Turolian","","8.7","5.333","26330"
"727019","occ","","","75492","Dinofelis","genus","41052","Turolian","","8.7","5.333","26330"
"727020","occ","","","75492","Adcrocuta","genus","41021","Turolian","","8.7","5.333","26330"
"727021","occ","","","75492","Ictitherium","genus","41026","Turolian","","8.7","5.333","26330"
"727022","occ","","","75492","Ictitherium","genus","41026","Turolian","","8.7","5.333","26330"
"728648","occ","","","78323","Metailurus","genus","41062","MN 10","MN 11","9.7","7.75","26367"
"728684","occ","","","78328","Hyaenictitherium","genus","72177","MN 12","MN 13","7.75","4.9","26367"
"728685","occ","","","78328","Thalassictis robusta","species","81773","MN 12","MN 13","7.75","4.9","26367"
"728686","occ","","","78328","Adcrocuta","genus","41021","MN 12","MN 13","7.75","4.9","26367"
"728703","occ","","","78330","Felidae","family","41045","MN 12","MN 13","7.75","4.9","26367"
"728706","occ","","","78331","Viverridae","family","40997","MN 12","MN 13","7.75","4.9","26367"
"728707","occ","","","78331","Adcrocuta","genus","41021","MN 12","MN 13","7.75","4.9","26367"
"731148","occ","","","38345","Ictitheriinae","subfamily","72214","MN 10","","9.7","8.7","26401"
"731149","occ","","","38345","Lycyaena","genus","41028","MN 10","","9.7","8.7","26401"
"731810","occ","","","78577","Smilodon populator","species","51618","Lujanian","","0.781","0.012","26422"
"740003","occ","","","79548","Crocuta","genus","45364","Late Pleistocene","","0.126","0.0117","26697"
"740245","occ","","","79582","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","26708"
"740261","occ","","","79584","Lynx rufus","species","46528","Holocene","","0.0117","0","26708"
"740566","occ","22765","","79632","Homotherium serum","species","45759","Late Pleistocene","","0.126","0.0117","2839"
"740983","occ","","","79683","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","26776"
"740984","occ","","","79683","Panthera onca","species","46524","Late Pleistocene","","0.126","0.0117","26776"
"741197","occ","","","59167","Viverra leakeyi","species","199983","Messinian","Piacenzian","7.246","2.588","5401"
"741198","occ","","","59167","Viverrinae","subfamily","72213","Messinian","Piacenzian","7.246","2.588","5401"
"741199","occ","","","59167","Genetta","genus","41003","Messinian","Piacenzian","7.246","2.588","5401"
"741200","occ","","","59167","Herpestes","genus","41005","Messinian","Piacenzian","7.246","2.588","5401"
"741201","occ","","","59167","Herpestidae","family","199984","Messinian","Piacenzian","7.246","2.588","5401"
"741203","occ","","","59167","Hyaenictis preforfex","species","199988","Messinian","Piacenzian","7.246","2.588","5401"
"741205","occ","","","59167","Hyaena abronia","species","199987","Messinian","Piacenzian","7.246","2.588","5401"
"741206","occ","","","59167","Hyaenidae","family","41020","Messinian","Piacenzian","7.246","2.588","5401"
"741207","occ","","","59167","Machairodus","genus","41059","Messinian","Piacenzian","7.246","2.588","5401"
"741208","occ","","","59167","Homotherium","genus","41056","Messinian","Piacenzian","7.246","2.588","5401"
"741209","occ","","","59167","Felis","genus","41055","Messinian","Piacenzian","7.246","2.588","5401"
"741210","occ","","","59167","Felis","genus","41055","Messinian","Piacenzian","7.246","2.588","5401"
"741211","occ","","","59167","Felis obscura","species","199989","Messinian","Piacenzian","7.246","2.588","5401"
"741212","occ","","","59167","Dinofelis","genus","41052","Messinian","Piacenzian","7.246","2.588","5401"
"742617","occ","","","53970","Hyaena","genus","41024","MN 4","","16.9","15.97","26934"
"747554","occ","","","79757","Smilodon fatalis","species","46515","Rancholabrean","","0.3","0.012","26822"
"747555","occ","","","79757","Panthera leo atrox","subspecies","46509","Rancholabrean","","0.3","0.012","26822"
"747556","occ","","","79757","Panthera onca","species","46524","Rancholabrean","","0.3","0.012","26822"
"747557","occ","","","79950","Miracinonyx inexpectatus","species","45365","Pleistocene","","2.588","0.0117","26822"
"747558","occ","","","80031","Miracinonyx inexpectatus","species","45365","Early Pleistocene","","2.588","0.781","26822"
"747559","occ","","","79757","Puma concolor","species","46513","Rancholabrean","","0.3","0.012","26822"
"747560","occ","","","79757","Lynx rufus","species","46528","Rancholabrean","","0.3","0.012","26822"
"776526","occ","","","83305","Felis","genus","41055","Holocene","","0.0117","0","27974"
"776527","occ","","","83305","Herpestidae","family","199984","Holocene","","0.0117","0","27974"
"779845","occ","","","83881","Hoplophoneus mentalis","species","47102","Chadronian","","37.2","33.9","28107"
"781493","occ","","","84183","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","28175"
"781499","occ","","","20584","Smilodon fatalis","species","46515","Late Pleistocene","","0.126","0.0117","28175"
"787467","occ","","","85056","Pseudaelurus aeluroides","species","51141","Barstovian","","15.97","13.6","3585"
"787533","occ","","","85060","Pseudaelurus","genus","41072","Early Miocene","","23.03","15.97","28561"
"787554","occ","","","77772","Proailurus","genus","41069","Early Oligocene","","33.9","28.4","28561"
"787556","occ","","","17988","Pseudaelurus intrepidus","species","51143","Hemingfordian","","20.43","15.97","28561"
"788282","occ","21146","","85144","Felidae","family","41045","Late Pleistocene","","0.126","0.0117","26812"
"798180","occ","","","86852","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","29235"
"802825","occ","","","87341","Kichechia zamanae","species","272081","Burdigalian","","20.44","15.97","29413"
"802904","occ","","","42539","Protictitherium","genus","41034","Serravallian","","13.82","11.62","29415"
"802905","occ","","","42539","Thalassictis","genus","41035","Serravallian","","13.82","11.62","29415"
"804623","occ","","","87787","Viverridae","family","40997","MN 9","","11.1","9.7","29516"
"819174","occ","","","90036","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","30172"
"819175","occ","","","90036","Felis","genus","41055","Late Pleistocene","","0.126","0.0117","30172"
"819176","occ","","","90036","Panthera pardus","species","104158","Late Pleistocene","","0.126","0.0117","30172"
"819182","occ","","","90037","Felidae","family","41045","Late Pleistocene","","0.126","0.0117","30172"
"819184","occ","","","90037","Hyaenidae","family","41020","Late Pleistocene","","0.126","0.0117","30172"
"819524","occ","","","90070","Felis","genus","41055","Late Pleistocene","","0.126","0.0117","30193"
"819525","occ","","","90070","Caracal","genus","224077","Late Pleistocene","","0.126","0.0117","30193"
"819526","occ","","","90070","Herpestes","genus","41005","Late Pleistocene","","0.126","0.0117","30193"
"823720","occ","","","90752","Smilodon","genus","41079","Pleistocene","","2.588","0.0117","30545"
"823726","occ","","","90752","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","30545"
"823727","occ","","","90753","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","30545"
"823728","occ","","","90754","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","30545"
"834582","occ","","","92732","Fossa fossana","species","232011","Holocene","","0.0117","0","31261"
"834583","occ","","","92732","Cryptoprocta ferox","species","232151","Holocene","","0.0117","0","31261"
"835713","occ","","","92781","Paradoxurus hermaphroditus","species","231983","Middle Pleistocene","","0.781","0.126","31293"
"836035","occ","","","92787","Crocuta","genus","45364","Late Pleistocene","","0.126","0.0117","31309"
"836041","occ","","","92787","Herpestes urva","species","240141","Late Pleistocene","","0.126","0.0117","31309"
"836043","occ","","","92787","Viverra zibetha","species","104163","Late Pleistocene","","0.126","0.0117","31309"
"836044","occ","","","92787","Paguma larvata","species","232933","Late Pleistocene","","0.126","0.0117","31309"
"836045","occ","","","92787","Felis","genus","41055","Late Pleistocene","","0.126","0.0117","31309"
"836046","occ","","","92787","Neofelis nebulosa","species","224098","Late Pleistocene","","0.126","0.0117","31309"
"836047","occ","","","92787","Panthera tigris","species","104157","Late Pleistocene","","0.126","0.0117","31309"
"837043","occ","","","92814","Smilodon populator","species","51618","Pleistocene","Holocene","2.588","0","31331"
"837693","occ","","","71873","Pseudaelurus","genus","41072","MN 4","","16.9","15.97","31402"
"837694","occ","","","71873","Semigenetta cadeoti","species","159807","MN 4","","16.9","15.97","31402"
"837695","occ","","","71873","Felis","genus","41055","MN 4","","16.9","15.97","31402"
"838495","occ","","","17349","Hoplophoneus strigidens","species","47836","Whitneyan","","33.3","30.8","31438"
"838498","occ","","","17508","Hoplophoneus","genus","41041","Arikareean","","30.8","20.43","31438"
"838506","occ","","","93078","Pogonodon brachyops","species","47827","Arikareean","","30.8","20.43","31438"
"838776","occ","","","93103","Smilodon fatalis","species","46515","Late Pleistocene","","0.126","0.0117","3185"
"838777","occ","","","93103","Miracinonyx inexpectatus","species","45365","Late Pleistocene","","0.126","0.0117","3185"
"838778","occ","","","93103","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","3185"
"839001","occ","","","79919","Smilodon fatalis","species","46515","Irvingtonian","","1.8","0.3","31468"
"839002","occ","","","79919","Miracinonyx inexpectatus","species","45365","Irvingtonian","","1.8","0.3","31468"
"839073","occ","","","93141","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","31472"
"839074","occ","","","93141","Lynx lynx","species","104160","Late Pleistocene","","0.126","0.0117","31472"
"839970","occ","22636","","93181","Miracinonyx studeri","species","46529","Late Pleistocene","","0.126","0.0117","3553"
"839971","occ","","","93181","Panthera leo atrox","subspecies","46509","Late Pleistocene","","0.126","0.0117","31486"
"840116","occ","","","93182","Homotherium serum","species","45759","Late Pleistocene","","0.126","0.0117","31487"
"841088","occ","","","93235","Smilodon populator","species","51618","Late Pleistocene","Holocene","0.126","0","31515"
"841151","occ","","","93244","Panthera leo atrox","subspecies","46509","Late Pleistocene","","0.126","0.0117","31520"
"841164","occ","","","93246","Smilodon","genus","41079","Late Pleistocene","","0.126","0.0117","31522"
"841195","occ","","","93250","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","31524"
"841214","occ","22670","","93251","Felinae","subfamily","57432","Late Pleistocene","","0.126","0.0117","31458"
"841232","occ","","","93252","Panthera onca","species","46524","Late Pleistocene","Holocene","0.126","0","31526"
"841238","occ","","","93253","Lynx rufus","species","46528","Pleistocene","","2.588","0.0117","31526"
"841248","occ","","","93257","Puma concolor","species","46513","Pleistocene","","2.588","0.0117","31531"
"841263","occ","","","93258","Lynx rufus","species","46528","Pleistocene","Holocene","2.588","0","31531"
"841387","occ","","","93277","Panthera leo atrox","subspecies","46509","Late Pleistocene","","0.126","0.0117","31561"
"841445","occ","","","93281","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","31547"
"841446","occ","","","93281","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","31547"
"841545","occ","","","93277","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","31561"
"841716","occ","","","93326","Smilodon fatalis","species","46515","Late Pleistocene","Holocene","0.126","0","31567"
"841717","occ","","","93326","Puma concolor","species","46513","Late Pleistocene","Holocene","0.126","0","31567"
"841718","occ","","","93326","Lynx rufus","species","46528","Late Pleistocene","Holocene","0.126","0","31567"
"841730","occ","","","93328","Hyaena hipparionum","species","161717","Miocene","","23.03","5.333","31484"
"841792","occ","","","93347","Leopardus wiedii","species","46532","Late Pleistocene","Holocene","0.126","0","31584"
"841793","occ","","","93342","Leopardus wiedii","species","46532","Late Pleistocene","Holocene","0.126","0","31584"
"841794","occ","","","93343","Leopardus wiedii","species","46532","Late Pleistocene","Holocene","0.126","0","31584"
"841795","occ","","","93345","Lynx rufus","species","46528","Late Pleistocene","Holocene","0.126","0","31584"
"841899","occ","","","93372","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","31594"
"841900","occ","","","93373","Panthera onca","species","46524","Pleistocene","","2.588","0.0117","31594"
"841962","occ","","","93374","Puma concolor","species","46513","Late Pleistocene","Holocene","0.126","0","31595"
"842000","occ","","","93379","Puma concolor","species","46513","Late Pleistocene","","0.126","0.0117","31599"
"842437","occ","","","93520","Panthera","genus","41066","Early Pleistocene","","2.588","0.781","31625"
"842447","occ","","","93521","Prionailurus bengalensis","species","233947","Early Pleistocene","","2.588","0.781","31625"
"842448","occ","","","93521","Panthera tigris","species","104157","Early Pleistocene","","2.588","0.781","31625"
"842463","occ","","","93522","Panthera tigris","species","104157","Early Pleistocene","","2.588","0.781","31625"
"842465","occ","","","93522","Hyaena","genus","41024","Early Pleistocene","","2.588","0.781","31625"
"842482","occ","","","93523","Panthera tigris","species","104157","Late Pleistocene","","0.126","0.0117","31625"
"842496","occ","","","93524","Panthera tigris","species","104157","Late Pleistocene","","0.126","0.0117","31625"
"842589","occ","","","93528","Lynx","genus","41058","Late Pleistocene","","0.126","0.0117","31647"
"842868","occ","","","93557","Homotherium serum","species","45759","Pleistocene","","2.588","0.0117","31687"
"847923","occ","","","94328","Crocuta crocuta","species","232133","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"847925","occ","","","94328","Panthera leo","species","46521","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"856575","occ","","","95150","Dinofelis","genus","41052","Late Pliocene","","3.6","2.588","32407"
"856576","occ","","","95150","Megantereon whitei","species","92246","Late Pliocene","","3.6","2.588","32407"
"856577","occ","","","95150","Felis silvestris","species","224042","Late Pliocene","","3.6","2.588","32407"
"856578","occ","","","95150","Parahyaena brunnea","species","232131","Late Pliocene","","3.6","2.588","32407"
"856580","occ","","","95150","Atilax","genus","40999","Late Pliocene","","3.6","2.588","32407"
"856581","occ","","","95150","Mungos","genus","41009","Late Pliocene","","3.6","2.588","32407"
"872671","occ","","","96714","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","32997"
"872690","occ","","","96718","Panthera","genus","41066","Pleistocene","","2.588","0.0117","32997"
"872908","occ","","","96782","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","33015"
"872909","occ","","","96782","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","33015"
"874994","occ","","","96973","Herpestes ichneumon","species","104161","Holocene","","0.0117","0","33119"
"874995","occ","","","96973","Herpestes pulverulentus","species","235503","Holocene","","0.0117","0","33119"
"874996","occ","","","96973","Atilax paludinosus","species","232106","Holocene","","0.0117","0","33119"
"874997","occ","","","96973","Felis libyca","species","224043","Holocene","","0.0117","0","33119"
"874998","occ","","","96973","Felis","genus","41055","Holocene","","0.0117","0","33119"
"874999","occ","","","96973","Panthera pardus","species","104158","Holocene","","0.0117","0","33119"
"875019","occ","","","96974","Herpestes ichneumon","species","104161","Late Pleistocene","","0.126","0.0117","33119"
"875020","occ","","","96974","Herpestes pulverulentus","species","235503","Late Pleistocene","","0.126","0.0117","33119"
"875021","occ","","","96974","Parahyaena brunnea","species","232131","Late Pleistocene","","0.126","0.0117","33119"
"879774","occ","","","19542","Pseudaelurus intrepidus","species","51143","Barstovian","","15.97","13.6","33296"
"888580","occ","","","98313","Smilodon gracilis","species","51615","Blancan","Irvingtonian","4.9","0.3","33964"
"888583","occ","","","98313","Xenosmilus hodsonae","species","176105","Blancan","Irvingtonian","4.9","0.3","33964"
"906503","occ","","","101897","Panthera tigris","species","104157","Late Pleistocene","","0.126","0.0117","34644"
"906591","occ","","","101899","Panthera tigris","species","104157","Late Pleistocene","","0.126","0.0117","34644"
"908367","occ","","","69617","Palaeogale minuta","species","48859","MN 1","","23.03","22.4","34747"
"908368","occ","","","69617","Herpestides antiquus","species","97061","MN 1","","23.03","22.4","34747"
"908377","occ","","","69606","Palaeogale minuta","species","48859","MN 2","","22.4","20","34747"
"908378","occ","","","69606","Palaeogale praehyaenoides","species","174785","MN 2","","22.4","20","34747"
"908379","occ","","","69606","Viretictis julieni","species","348940","MN 2","","22.4","20","34747"
"908380","occ","","","69606","Proailurus lemanensis","species","97817","MN 2","","22.4","20","34747"
"908381","occ","","","69606","Herpestides antiquus","species","97061","MN 2","","22.4","20","34747"
"908382","occ","","","69606","Herpestides compactus","species","97064","MN 2","","22.4","20","34747"
"908638","occ","","","102369","Viverra","genus","41018","Zanclean","","5.333","3.6","34762"
"908639","occ","","","102373","Viverridae","family","40997","Zanclean","","5.333","3.6","34762"
"908643","occ","","","102375","Hyaenidae","family","41020","Zanclean","","5.333","3.6","34762"
"908644","occ","","","96981","Hyaenidae","family","41020","Zanclean","","5.333","3.6","34762"
"908645","occ","","","102376","Hyaenictitherium","genus","72177","Zanclean","","5.333","3.6","34762"
"908647","occ","","","28309","Hyaenictitherium","genus","72177","Ruscinian","","5.333","3.2","34762"
"908649","occ","","","96989","Machairodus","genus","41059","Zanclean","","5.333","3.6","34762"
"908650","occ","","","102369","Machairodus","genus","41059","Zanclean","","5.333","3.6","34762"
"908656","occ","","","96991","Felidae","family","41045","Zanclean","","5.333","3.6","34762"
"914845","occ","","","20351","Xenosmilus hodsonae","species","176105","Irvingtonian","","1.8","0.3","35009"
"915710","occ","","","104758","Lynx rufus","species","46528","Late Pleistocene","","0.126","0.0117","34884"
"919163","occ","","","104033","Panthera leo atrox","subspecies","46509","Holocene","","0.0117","0","1461"
"919300","occ","","","104044","Lynx","genus","41058","Late Pleistocene","Holocene","0.126","0","1461"
"919457","occ","","","104675","Puma concolor","species","46513","Holocene","","0.0117","0","1461"
"919458","occ","","","104675","Lynx rufus","species","46528","Holocene","","0.0117","0","1461"
"919479","occ","","","74143","Panthera leo atrox","subspecies","46509","Pleistocene","","2.588","0.0117","1461"
"919491","occ","","","104679","Lynx","genus","41058","Late Pleistocene","","0.126","0.0117","1461"
"919495","occ","","","104680","Panthera leo atrox","subspecies","46509","Late Pleistocene","Holocene","0.126","0","1461"
"934381","occ","","","82258","Lynx","genus","41058","Late Pleistocene","","0.126","0.0117","35381"
"935490","occ","","","82530","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","35842"
"935491","occ","","","82530","Panthera","genus","41066","Late Pleistocene","","0.126","0.0117","35842"
"935933","occ","","","107875","Felis domesticus","species","231413","Late Pleistocene","","0.126","0.0117","35863"
"938098","occ","","","102954","Hyaena","genus","41024","Late Pleistocene","Holocene","0.126","0","35949"
"945326","occ","","","55533","Felis","genus","41055","Holocene","","0.0117","0","36257"
"945340","occ","","","109703","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","36257"
"945341","occ","","","109703","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","36257"
"945354","occ","","","109704","Lynx lynx","species","104160","Middle Pleistocene","","0.781","0.126","36257"
"970677","occ","","","21709","Parahyaena brunnea","species","232131","Late Pleistocene","","0.126","0.0117","37298"
"970678","occ","","","21709","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","37298"
"970710","occ","","","59167","Hyaena","genus","41024","Messinian","Piacenzian","7.246","2.588","37298"
"970711","occ","","","59167","Caracal caracal","species","224076","Messinian","Piacenzian","7.246","2.588","37298"
"970712","occ","","","59167","Dinofelis","genus","41052","Messinian","Piacenzian","7.246","2.588","37298"
"970740","occ","","","115166","Hyaena","genus","41024","Messinian","Piacenzian","7.246","2.588","37298"
"970741","occ","","","115166","Hyaenidae","family","41020","Messinian","Piacenzian","7.246","2.588","37298"
"970742","occ","","","115166","Machairodus","genus","41059","Messinian","Piacenzian","7.246","2.588","37298"
"970763","occ","","","21711","Viverridae","family","40997","Pleistocene","Holocene","2.588","0","37298"
"970764","occ","","","21711","Suricata","genus","41015","Pleistocene","Holocene","2.588","0","37298"
"970765","occ","","","21711","Parahyaena brunnea","species","232131","Pleistocene","Holocene","2.588","0","37298"
"970766","occ","","","21711","Crocuta crocuta","species","232133","Pleistocene","Holocene","2.588","0","37298"
"970767","occ","","","21711","Panthera leo","species","46521","Pleistocene","Holocene","2.588","0","37298"
"970768","occ","","","21711","Megantereon","genus","41060","Pleistocene","Holocene","2.588","0","37298"
"970810","occ","","","21931","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","37298"
"970826","occ","","","115167","Genetta","genus","41003","Late Pleistocene","","0.126","0.0117","37301"
"970827","occ","","","115167","Herpestes pulverulentus","species","235503","Late Pleistocene","","0.126","0.0117","37301"
"970828","occ","","","115167","Hyaenidae","family","41020","Late Pleistocene","","0.126","0.0117","37301"
"970829","occ","","","115167","Felis libyca","species","224043","Late Pleistocene","","0.126","0.0117","37301"
"970917","occ","","","115184","Suricata suricatta","species","232148","Late Pleistocene","","0.126","0.0117","37303"
"970918","occ","","","115184","Parahyaena brunnea","species","232131","Late Pleistocene","","0.126","0.0117","37303"
"970919","occ","","","115184","Felis libyca","species","224043","Late Pleistocene","","0.126","0.0117","37303"
"970920","occ","","","115184","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","37303"
"971092","occ","","","115205","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","37314"
"971093","occ","","","115205","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","37314"
"971094","occ","","","115205","Caracal caracal","species","224076","Pleistocene","","2.588","0.0117","37314"
"971305","occ","","","21709","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","37332"
"971740","occ","","","32052","Herpestes abdelalii","species","72173","Late Pliocene","","3.6","2.588","37350"
"971741","occ","","","32052","Crocuta","genus","45364","Late Pliocene","","3.6","2.588","37350"
"971742","occ","","","32052","Pliocrocuta perrieri","species","72184","Late Pliocene","","3.6","2.588","37350"
"971743","occ","","","32052","Hyaenictitherium barbarum","species","72178","Late Pliocene","","3.6","2.588","37350"
"971744","occ","","","32052","Chasmaporthetes","genus","41023","Late Pliocene","","3.6","2.588","37350"
"973224","occ","","","115613","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","37384"
"973239","occ","","","115622","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","37384"
"973242","occ","","","115623","Panthera","genus","41066","MN 14","","4.9","4.2","37384"
"973255","occ","","","115626","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","37384"
"973719","occ","","","93828","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","37407"
"973720","occ","","","93828","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","37407"
"978923","occ","","","21713","Hyaena abronia","species","199987","Late Pliocene","","3.6","2.588","4809"
"978928","occ","","","21713","Viverra leakeyi","species","199983","Late Pliocene","","3.6","2.588","4809"
"978929","occ","","","21713","Genetta","genus","41003","Late Pliocene","","3.6","2.588","4809"
"978930","occ","","","21713","Herpestes","genus","41005","Late Pliocene","","3.6","2.588","4809"
"978931","occ","","","21713","Hyaenictis preforfex","species","199988","Late Pliocene","","3.6","2.588","4809"
"978932","occ","","","21713","Machairodus","genus","41059","Late Pliocene","","3.6","2.588","4809"
"978933","occ","","","21713","Homotherium","genus","41056","Late Pliocene","","3.6","2.588","4809"
"978934","occ","","","21713","Felis","genus","41055","Late Pliocene","","3.6","2.588","4809"
